logg,log(teff),mWD,TpreWD(gyr),R(Rsun),core,log(L),Mzams,Gaia_G,Gaia_BP,Gaia_RP,teff
8.4,3.4,0.823,9.05742,0.009483,CO,-5.493,4.863,19.0067,20.295,17.9422,2511.88643150958
8.5,4.9,0.947,0.00047,0.009061,CO,0.469,0.0,9.3916,9.1175,9.7331,79432.82347242821
8.5,4.88,0.945,0.00052,0.009052,CO,0.388,0.0,9.4415,9.1691,9.7793,75857.75750291836
8.5,4.86,0.943,0.00059,0.009042,CO,0.307,0.0,9.4917,9.221,9.8267,72443.59600749906
8.5,4.84,0.941,0.00066,0.009033,CO,0.226,0.0,9.5428,9.2734,9.8753,69183.09709189362
8.5,4.82,0.939,0.00074,0.009024,CO,0.145,0.0,9.5942,9.3263,9.924,66069.34480075965
8.5,4.8,0.937,0.00083,0.009015,CO,0.064,0.0,9.6647,9.4003,9.9896,63095.7344480193
8.5,4.78,0.935,0.00093,0.009007,CO,-0.016,0.0,9.704,9.4397,10.0296,60255.95860743581
8.5,4.76,0.933,0.00105,0.008998,CO,-0.097,0.0,9.7428,9.4791,10.0667,57543.993733715666
8.5,4.74,0.931,0.0012,0.00899,CO,-0.178,0.0,9.7882,9.5256,10.1101,54954.08738576248
8.5,4.72,0.93,0.00136,0.008982,CO,-0.259,0.0,9.8512,9.59,10.17,52480.74602497723
8.5,4.7,0.928,0.00157,0.008974,CO,-0.34,0.0,9.983,9.7254,10.295,50118.72336272725
8.5,4.68,0.926,0.00181,0.008967,CO,-0.421,0.0,10.2291,9.9837,10.5207,47863.0092322638
8.5,4.66,0.925,0.00212,0.008959,CO,-0.501,0.0,10.3678,10.1322,10.6433,45708.818961487515
8.5,4.64,0.923,0.00253,0.008952,CO,-0.582,0.0,10.4756,10.2474,10.7388,43651.58322401656
8.5,4.62,0.922,0.00308,0.008945,CO,-0.663,0.0,10.5704,10.3488,10.8229,41686.93834703355
8.5,4.6,0.92,0.00387,0.008937,CO,-0.743,0.0,10.6578,10.4425,10.9001,39810.71705534969
8.5,4.58,0.919,0.00513,0.00893,CO,-0.824,0.0,10.7405,10.5315,10.9728,38018.93963205613
8.5,4.56,0.917,0.00725,0.008923,CO,-0.905,0.0,10.82,10.6172,11.0424,36307.8054770101
8.5,4.54,0.916,0.01071,0.008916,CO,-0.986,0.0,10.8969,10.7002,11.1089,34673.685045253165
8.5,4.52,0.914,0.01585,0.008908,CO,-1.066,0.0,10.97,10.7796,11.1713,33113.112148259075
8.5,4.5,0.913,0.0229,0.008901,CO,-1.147,0.0,11.0368,10.8525,11.2272,31622.776601683792
8.5,4.48,0.912,0.0321,0.008895,CO,-1.228,0.0,11.096,10.9173,11.2761,30199.51720402019
8.5,4.46,0.91,0.04361,0.008888,CO,-1.308,0.0,11.1472,10.9733,11.3181,28840.31503126606
8.5,4.44,0.909,0.0574,0.008882,CO,-1.389,0.0,11.1902,11.0203,11.3536,27542.28703338169
8.5,4.42,0.908,0.07336,0.008876,CO,-1.469,0.0,11.2244,11.0576,11.3821,26302.679918953814
8.5,4.4,0.907,0.09144,0.008871,CO,-1.55,0.0,11.2517,11.0872,11.4049,25118.864315095823
8.5,4.38,0.906,0.1117,0.008865,CO,-1.63,0.0,11.2773,11.1151,11.4264,23988.329190194898
8.5,4.36,0.905,0.13426,0.00886,CO,-1.711,0.0,11.3172,11.1583,11.4601,22908.676527677748
8.5,4.34,0.904,0.15929,0.008855,CO,-1.791,0.0,11.3748,11.2204,11.5097,21877.616239495517
8.5,4.32,0.903,0.1869,0.00885,CO,-1.872,0.0,11.4445,11.2948,11.5707,20892.96130854041
8.5,4.3,0.902,0.2176,0.008846,CO,-1.952,0.0,11.5235,11.3784,11.6415,19952.62314968879
8.5,4.28,0.901,0.25178,0.008842,CO,-2.033,0.0,11.6097,11.4687,11.7201,19054.607179632483
8.5,4.26,0.9,0.28992,0.008838,CO,-2.113,0.0,11.7026,11.5655,11.8057,18197.008586099826
8.5,4.24,0.9,0.33258,0.008835,CO,-2.193,0.0,11.7997,11.6665,11.895,17378.00828749376
8.5,4.22,0.899,0.38043,0.008831,CO,-2.274,0.0,11.8978,11.7693,11.984,16595.869074375598
8.5,4.2,0.898,0.43416,0.008828,CO,-2.354,0.0,11.9959,11.8732,12.0718,15848.93192461114
8.5,4.18,0.898,0.49462,0.008825,CO,-2.434,0.0,12.094,11.9782,12.158,15135.612484362071
8.5,4.16,0.897,0.56274,0.008823,CO,-2.514,0.0,12.1921,12.0843,12.2426,14454.39770745928
8.5,4.14,0.897,0.63961,0.00882,CO,-2.595,0.0,12.2901,12.1915,12.3256,13803.842646028837
8.5,4.12,0.896,0.7266,0.008818,CO,-2.675,0.0,12.3892,12.3009,12.4084,13182.567385564074
8.5,4.1,0.896,0.82555,0.008815,CO,-2.755,0.0,12.4905,12.4136,12.4919,12589.254117941662
8.5,4.08,0.895,0.93915,0.008812,CO,-2.835,0.0,12.595,12.5309,12.5767,12022.644346174131
8.5,4.06,0.895,1.0746,0.00881,CO,-2.916,0.0,12.7043,12.6538,12.6653,11481.536214968817
8.5,4.04,0.894,1.25682,0.008806,CO,-2.996,0.0,12.8195,12.7835,12.7587,10964.78196143185
8.5,4.02,0.893,1.49407,0.008803,CO,-3.076,0.0,12.9395,12.9192,12.8554,10471.285480508985
8.5,4.0,0.893,1.8019,0.008799,CO,-3.157,0.0,13.0491,13.0479,12.9377,10000.0
8.5,3.98,0.892,2.25807,0.008795,CO,-3.237,0.0,13.1781,13.1955,13.04,9549.92586021436
8.5,3.96,0.891,2.75919,0.008792,CO,-3.317,0.0,13.3113,13.349,13.1448,9120.108393559096
8.5,3.94,0.891,3.26233,0.00879,CO,-3.397,0.0,13.4513,13.5105,13.2553,8709.635899560806
8.5,3.92,0.891,3.76673,0.008789,CO,-3.478,0.0,13.5965,13.6785,13.3699,8317.63771102671
8.5,3.9,0.89,4.27074,0.008788,CO,-3.558,0.0,13.7475,13.854,13.4892,7943.282347242814
8.5,3.88,0.89,4.77246,0.008786,CO,-3.638,0.0,13.9091,14.0422,13.6174,7585.775750291836
8.5,3.86,0.89,5.25091,0.008785,CO,-3.718,0.0,14.066,14.226,13.7414,7244.359600749898
8.5,3.84,0.89,5.78749,0.008785,CO,-3.798,0.0,14.2674,14.4656,13.8977,6918.309709189362
8.5,3.82,0.89,6.06887,0.008784,CO,-3.878,0.0,14.4346,14.6618,14.0321,6606.934480075957
8.5,3.8,0.89,6.28968,0.008783,CO,-3.958,0.0,14.6146,14.8743,14.1768,6309.57344480193
8.5,3.78,0.89,6.51317,0.008783,CO,-4.038,0.0,14.7986,15.0924,14.3252,6025.595860743575
8.5,3.76,0.89,6.71888,0.008783,CO,-4.118,0.0,14.9901,15.321,14.4798,5754.399373371566
8.5,3.74,0.889,6.92074,0.008782,CO,-4.198,0.0,15.1872,15.5569,14.6398,5495.408738576249
8.5,3.72,0.889,7.12188,0.008782,CO,-4.278,0.0,15.3944,15.8055,14.8094,5248.074602497728
8.5,3.7,0.889,7.31398,0.008782,CO,-4.358,0.0,15.6002,16.0533,14.979,5011.872336272725
8.5,3.68,0.889,7.49428,0.008782,CO,-4.438,0.0,15.8158,16.3138,15.158,4786.300923226385
8.5,3.66,0.889,7.66378,0.008782,CO,-4.518,0.0,16.0345,16.5787,15.3409,4570.881896148751
8.5,3.64,0.889,7.82556,0.008781,CO,-4.598,0.0,16.262,16.8552,15.5327,4365.158322401661
8.5,3.62,0.889,7.982,0.008781,CO,-4.678,0.0,16.4908,17.1342,15.7271,4168.693834703355
8.5,3.6,0.889,8.13039,0.008781,CO,-4.758,0.0,16.724,17.4193,15.9269,3981.0717055349733
8.5,3.58,0.889,8.25768,0.008781,CO,-4.838,0.0,16.9613,17.7105,16.1317,3801.8939632056126
8.5,3.56,0.889,8.37294,0.008781,CO,-4.918,0.0,17.1989,18.0027,16.3383,3630.780547701014
8.5,3.54,0.889,8.46449,0.008781,CO,-4.998,0.0,17.4425,18.3032,16.5517,3467.368504525317
8.5,3.52,0.889,8.53828,0.008781,CO,-5.078,0.0,17.6911,18.611,16.7709,3311.311214825911
8.5,3.5,0.889,8.6033,0.008781,CO,-5.158,0.0,17.9375,18.9173,16.9897,3162.2776601683795
8.5,3.48,0.889,8.66692,0.008781,CO,-5.238,0.0,18.1886,19.2297,17.2143,3019.9517204020162
8.5,3.46,0.889,8.73055,0.008781,CO,-5.318,0.0,18.4462,19.5522,17.4456,2884.031503126606
8.5,3.44,0.889,8.79417,0.008781,CO,-5.398,0.0,18.7029,19.8744,17.6777,2754.2287033381663
8.5,3.42,0.889,8.8578,0.008781,CO,-5.478,0.0,18.9599,20.1981,17.9114,2630.2679918953813
8.5,3.4,0.889,8.92142,0.008781,CO,-5.558,0.0,19.2233,20.5295,18.1524,2511.88643150958
8.6,4.9,1.003,0.00043,0.008309,CO,0.394,0.0,9.58,9.3058,9.9214,79432.82347242821
8.6,4.88,1.001,0.00049,0.0083,CO,0.313,0.0,9.6296,9.3573,9.9675,75857.75750291836
8.6,4.86,0.999,0.00055,0.008292,CO,0.233,0.0,9.6797,9.4089,10.0147,72443.59600749906
8.6,4.84,0.997,0.00061,0.008286,CO,0.152,0.0,9.7302,9.4608,10.0627,69183.09709189362
8.6,4.82,0.996,0.00069,0.008279,CO,0.071,0.0,9.7812,9.5132,10.111,66069.34480075965
8.6,4.8,0.994,0.00078,0.008273,CO,-0.01,0.0,9.8496,9.5847,10.1757,63095.7344480193
8.6,4.78,0.993,0.00088,0.008267,CO,-0.09,0.0,9.887,9.6224,10.2129,60255.95860743581
8.6,4.76,0.991,0.001,0.008261,CO,-0.171,0.0,9.9259,9.6622,10.2499,57543.993733715666
8.6,4.74,0.99,0.00115,0.008255,CO,-0.252,0.0,9.9726,9.7099,10.2943,54954.08738576248
8.6,4.72,0.988,0.00133,0.00825,CO,-0.332,0.0,10.0402,9.779,10.3584,52480.74602497723
8.6,4.7,0.987,0.00156,0.008244,CO,-0.413,0.0,10.1913,9.9346,10.5011,50118.72336272725
8.6,4.68,0.985,0.00186,0.008239,CO,-0.493,0.0,10.4279,10.184,10.7161,47863.0092322638
8.6,4.66,0.984,0.00226,0.008233,CO,-0.574,0.0,10.5602,10.3255,10.833,45708.818961487515
8.6,4.64,0.983,0.00285,0.008228,CO,-0.655,0.0,10.6655,10.438,10.9262,43651.58322401656
8.6,4.62,0.981,0.00378,0.008222,CO,-0.735,0.0,10.7586,10.5378,11.0087,41686.93834703355
8.6,4.6,0.98,0.00541,0.008217,CO,-0.816,0.0,10.8448,10.6302,11.0848,39810.71705534969
8.6,4.58,0.979,0.0083,0.008211,CO,-0.896,0.0,10.9268,10.7184,11.1567,38018.93963205613
8.6,4.56,0.977,0.01292,0.008205,CO,-0.977,0.0,11.0056,10.8034,11.2255,36307.8054770101
8.6,4.54,0.976,0.01952,0.0082,CO,-1.058,0.0,11.0817,10.8857,11.2912,34673.685045253165
8.6,4.52,0.975,0.0282,0.008195,CO,-1.138,0.0,11.1526,10.9629,11.3514,33113.112148259075
8.6,4.5,0.974,0.03887,0.00819,CO,-1.219,0.0,11.2163,11.0325,11.4044,31622.776601683792
8.6,4.48,0.973,0.05143,0.008185,CO,-1.299,0.0,11.272,11.0934,11.45,30199.51720402019
8.6,4.46,0.972,0.06589,0.008181,CO,-1.38,0.0,11.3198,11.1458,11.4894,28840.31503126606
8.6,4.44,0.971,0.08226,0.008177,CO,-1.46,0.0,11.3595,11.1892,11.5222,27542.28703338169
8.6,4.42,0.97,0.10067,0.008173,CO,-1.54,0.0,11.3913,11.2238,11.5486,26302.679918953814
8.6,4.4,0.969,0.12127,0.008169,CO,-1.621,0.0,11.4169,11.2517,11.5699,25118.864315095823
8.6,4.38,0.968,0.14425,0.008165,CO,-1.701,0.0,11.4447,11.2818,11.5931,23988.329190194898
8.6,4.36,0.967,0.16983,0.008161,CO,-1.782,0.0,11.4896,11.3304,11.6312,22908.676527677748
8.6,4.34,0.966,0.19826,0.008158,CO,-1.862,0.0,11.5501,11.3956,11.6834,21877.616239495517
8.6,4.32,0.966,0.2297,0.008154,CO,-1.942,0.0,11.6217,11.4719,11.7465,20892.96130854041
8.6,4.3,0.965,0.2647,0.008151,CO,-2.023,0.0,11.7021,11.5568,11.8189,19952.62314968879
8.6,4.28,0.964,0.30373,0.008149,CO,-2.103,0.0,11.7897,11.6485,11.8991,19054.607179632483
8.6,4.26,0.964,0.34732,0.008146,CO,-2.183,0.0,11.8833,11.7458,11.9856,18197.008586099826
8.6,4.24,0.963,0.39611,0.008144,CO,-2.263,0.0,11.9804,11.847,12.0752,17378.00828749376
8.6,4.22,0.963,0.45082,0.008141,CO,-2.344,0.0,12.0778,11.9493,12.1638,16595.869074375598
8.6,4.2,0.962,0.51226,0.008139,CO,-2.424,0.0,12.1748,12.0523,12.2506,15848.93192461114
8.6,4.18,0.962,0.58121,0.008137,CO,-2.504,0.0,12.272,12.1563,12.3359,15135.612484362071
8.6,4.16,0.961,0.65857,0.008135,CO,-2.584,0.0,12.3692,12.2615,12.4198,14454.39770745928
8.6,4.14,0.961,0.7454,0.008134,CO,-2.664,0.0,12.4668,12.3681,12.5025,13803.842646028837
8.6,4.12,0.96,0.84296,0.008132,CO,-2.745,0.0,12.5655,12.477,12.5848,13182.567385564074
8.6,4.1,0.96,0.95458,0.00813,CO,-2.825,0.0,12.6666,12.5895,12.6682,12589.254117941662
8.6,4.08,0.96,1.08916,0.008129,CO,-2.905,0.0,12.7708,12.7065,12.7526,12022.644346174131
8.6,4.06,0.959,1.25072,0.008127,CO,-2.985,0.0,12.8799,12.8293,12.841,11481.536214968817
8.6,4.04,0.959,1.4844,0.008125,CO,-3.065,0.0,12.995,12.9589,12.9344,10964.78196143185
8.6,4.02,0.958,1.78781,0.008123,CO,-3.145,0.0,13.1146,13.0945,13.0302,10471.285480508985
8.6,4.0,0.958,2.14035,0.008122,CO,-3.226,0.0,13.2228,13.2218,13.1111,10000.0
8.6,3.98,0.958,2.49699,0.00812,CO,-3.306,0.0,13.3512,13.3688,13.2129,9549.92586021436
8.6,3.96,0.957,2.85744,0.008119,CO,-3.386,0.0,13.484,13.5218,13.3172,9120.108393559096
8.6,3.94,0.957,3.20587,0.008118,CO,-3.466,0.0,13.6234,13.6827,13.4271,8709.635899560806
8.6,3.92,0.957,3.5291,0.008117,CO,-3.546,0.0,13.7689,13.8511,13.5422,8317.63771102671
8.6,3.9,0.957,3.82297,0.008116,CO,-3.626,0.0,13.9197,14.0263,13.6612,7943.282347242814
8.6,3.88,0.957,4.09203,0.008115,CO,-3.706,0.0,14.0811,14.2144,13.7892,7585.775750291836
8.6,3.86,0.957,4.33423,0.008115,CO,-3.786,0.0,14.2393,14.3995,13.9146,7244.359600749898
8.6,3.84,0.956,4.56118,0.008115,CO,-3.866,0.0,14.4424,14.6412,14.0721,6918.309709189362
8.6,3.82,0.956,4.7725,0.008114,CO,-3.946,0.0,14.6074,14.8348,14.2047,6606.934480075957
8.6,3.8,0.956,4.97243,0.008114,CO,-4.026,0.0,14.7879,15.0478,14.3499,6309.57344480193
8.6,3.78,0.956,5.16885,0.008114,CO,-4.106,0.0,14.9686,15.2621,14.4956,6025.595860743575
8.6,3.76,0.956,5.34485,0.008114,CO,-4.186,0.0,15.1632,15.4942,14.6528,5754.399373371566
8.6,3.74,0.956,5.51389,0.008113,CO,-4.266,0.0,15.3623,15.7326,14.8143,5495.408738576249
8.6,3.72,0.956,5.67507,0.008113,CO,-4.346,0.0,15.5692,15.9808,14.9838,5248.074602497728
8.6,3.7,0.956,5.82778,0.008113,CO,-4.427,0.0,15.7769,16.2309,15.1549,5011.872336272725
8.6,3.68,0.956,5.97158,0.008113,CO,-4.507,0.0,15.9933,16.4923,15.3344,4786.300923226385
8.6,3.66,0.956,6.10606,0.008113,CO,-4.587,0.0,16.214,16.7599,15.5191,4570.881896148751
8.6,3.64,0.956,6.22998,0.008113,CO,-4.667,0.0,16.4433,17.0386,15.7123,4365.158322401661
8.6,3.62,0.956,6.34545,0.008113,CO,-4.747,0.0,16.6734,17.3193,15.9078,4168.693834703355
8.6,3.6,0.956,6.45163,0.008113,CO,-4.827,0.0,16.9096,17.6083,16.11,3981.0717055349733
8.6,3.58,0.956,6.54373,0.008113,CO,-4.907,0.0,17.1487,17.9019,16.3164,3801.8939632056126
8.6,3.56,0.956,6.62417,0.008113,CO,-4.987,0.0,17.3892,18.1981,16.5255,3630.780547701014
8.6,3.54,0.956,6.69544,0.008112,CO,-5.067,0.0,17.637,18.5042,16.7426,3467.368504525317
8.6,3.52,0.956,6.75951,0.008112,CO,-5.147,0.0,17.8874,18.8147,16.9634,3311.311214825911
8.6,3.5,0.956,6.81981,0.008112,CO,-5.227,0.0,18.1377,19.1263,17.1856,3162.2776601683795
8.6,3.48,0.956,6.87971,0.008113,CO,-5.307,0.0,18.398,19.4507,17.4184,3019.9517204020162
8.6,3.46,0.956,6.93934,0.008113,CO,-5.387,0.0,18.6538,19.7716,17.6482,2884.031503126606
8.6,3.44,0.956,6.9988,0.008113,CO,-5.467,0.0,18.9132,20.098,17.8828,2754.2287033381663
8.6,3.42,0.956,7.05816,0.008113,CO,-5.547,0.0,19.1771,20.4305,18.1229,2630.2679918953813
8.6,3.4,0.956,7.11753,0.008113,CO,-5.627,0.0,19.449,20.774,18.3717,2511.88643150958
8.7,4.9,1.053,0.00034,0.007526,ONe,0.316,0.0,9.7949,9.5207,10.1363,79432.82347242821
8.7,4.88,1.052,0.00039,0.007519,ONe,0.236,0.0,9.8441,9.5718,10.182,75857.75750291836
8.7,4.86,1.051,0.00044,0.007514,ONe,0.155,0.0,9.8938,9.623,10.2288,72443.59600749906
8.7,4.84,1.05,0.0005,0.007508,ONe,0.075,0.0,9.9442,9.6749,10.2767,69183.09709189362
8.7,4.82,1.049,0.00057,0.007503,ONe,-0.005,0.0,10.0156,9.7514,10.3388,66069.34480075965
8.7,4.8,1.05,0.00074,0.007575,CO,-0.086,0.0,10.0365,9.7713,10.363,63095.7344480193
8.7,4.78,1.048,0.00085,0.007571,CO,-0.166,0.0,10.0748,9.81,10.4007,60255.95860743581
8.7,4.76,1.047,0.00098,0.007567,CO,-0.247,0.0,10.1142,9.8503,10.4381,57543.993733715666
8.7,4.74,1.046,0.00115,0.007563,CO,-0.327,0.0,10.1628,9.9,10.4842,54954.08738576248
8.7,4.72,1.045,0.00137,0.007559,CO,-0.408,0.0,10.2357,9.9747,10.5531,52480.74602497723
8.7,4.7,1.044,0.00168,0.007555,CO,-0.489,0.0,10.408,10.1524,10.7151,50118.72336272725
8.7,4.68,1.042,0.00213,0.007551,CO,-0.569,0.0,10.6307,10.388,10.9158,47863.0092322638
8.7,4.66,1.041,0.00286,0.007547,CO,-0.65,0.0,10.7576,10.5237,11.0279,45708.818961487515
8.7,4.64,1.04,0.00423,0.007543,CO,-0.73,0.0,10.8606,10.6339,11.119,43651.58322401656
8.7,4.62,1.039,0.00688,0.007538,CO,-0.811,0.0,10.9522,10.7321,11.1999,41686.93834703355
8.7,4.6,1.037,0.01135,0.007534,CO,-0.891,0.0,11.0374,10.8235,11.2751,39810.71705534969
8.7,4.58,1.036,0.0177,0.00753,CO,-0.972,0.0,11.1188,10.911,11.3463,38018.93963205613
8.7,4.56,1.035,0.02591,0.007525,CO,-1.052,0.0,11.1969,10.9953,11.4143,36307.8054770101
8.7,4.54,1.034,0.03589,0.007522,CO,-1.133,0.0,11.2716,11.0762,11.4785,34673.685045253165
8.7,4.52,1.033,0.04755,0.007518,CO,-1.213,0.0,11.34,11.1507,11.5363,33113.112148259075
8.7,4.5,1.032,0.06089,0.007515,CO,-1.293,0.0,11.4004,11.2168,11.5862,31622.776601683792
8.7,4.48,1.031,0.07594,0.007512,CO,-1.374,0.0,11.4527,11.2741,11.6291,30199.51720402019
8.7,4.46,1.03,0.09286,0.007509,CO,-1.454,0.0,11.4974,11.323,11.6658,28840.31503126606
8.7,4.44,1.03,0.11178,0.007506,CO,-1.534,0.0,11.5343,11.3633,11.6963,27542.28703338169
8.7,4.42,1.029,0.13291,0.007503,CO,-1.615,0.0,11.5637,11.3954,11.7206,26302.679918953814
8.7,4.4,1.028,0.15644,0.007501,CO,-1.695,0.0,11.5883,11.4222,11.741,25118.864315095823
8.7,4.38,1.027,0.18265,0.007498,CO,-1.775,0.0,11.6199,11.4565,11.7676,23988.329190194898
8.7,4.36,1.027,0.21184,0.007495,CO,-1.856,0.0,11.6691,11.5098,11.8095,22908.676527677748
8.7,4.34,1.026,0.24437,0.007493,CO,-1.936,0.0,11.7324,11.5778,11.8644,21877.616239495517
8.7,4.32,1.025,0.2804,0.007491,CO,-2.016,0.0,11.8058,11.656,11.9293,20892.96130854041
8.7,4.3,1.025,0.32054,0.007489,CO,-2.096,0.0,11.8878,11.7424,12.0035,19952.62314968879
8.7,4.28,1.024,0.36545,0.007487,CO,-2.177,0.0,11.9766,11.835,12.0851,19054.607179632483
8.7,4.26,1.024,0.41581,0.007485,CO,-2.257,0.0,12.0709,11.9331,12.1725,18197.008586099826
8.7,4.24,1.023,0.47243,0.007484,CO,-2.337,0.0,12.1679,12.034,12.2622,17378.00828749376
8.7,4.22,1.023,0.53611,0.007482,CO,-2.417,0.0,12.2653,12.1357,12.3505,16595.869074375598
8.7,4.2,1.023,0.60758,0.007481,CO,-2.497,0.0,12.3623,12.2379,12.4366,15848.93192461114
8.7,4.18,1.022,0.68735,0.007479,CO,-2.578,0.0,12.4589,12.3411,12.5211,15135.612484362071
8.7,4.16,1.022,0.77611,0.007478,CO,-2.658,0.0,12.5551,12.4456,12.6042,14454.39770745928
8.7,4.14,1.022,0.88324,0.007477,CO,-2.738,0.0,12.6506,12.5516,12.6863,13803.842646028837
8.7,4.12,1.021,1.01616,0.007476,CO,-2.818,0.0,12.7487,12.6601,12.7683,13182.567385564074
8.7,4.1,1.021,1.16706,0.007474,CO,-2.898,0.0,12.8497,12.7725,12.8515,12589.254117941662
8.7,4.08,1.021,1.35702,0.007473,CO,-2.978,0.0,12.9536,12.8892,12.9356,12022.644346174131
8.7,4.06,1.02,1.58757,0.007472,CO,-3.058,0.0,13.0627,13.012,13.024,11481.536214968817
8.7,4.04,1.02,1.85794,0.007471,CO,-3.138,0.0,13.1777,13.1414,13.1174,10964.78196143185
8.7,4.02,1.02,2.16456,0.00747,CO,-3.219,0.0,13.2977,13.2774,13.2135,10471.285480508985
8.7,4.0,1.019,2.50693,0.007468,CO,-3.299,0.0,13.4052,13.4039,13.2939,10000.0
8.7,3.98,1.019,2.85772,0.007467,CO,-3.379,0.0,13.5328,13.5506,13.394,9549.92586021436
