logg,log(teff),mWD,TpreWD(gyr),R(Rsun),core,log(L),Mzams,Gaia_G,Gaia_BP,Gaia_RP,teff
9.3,3.42,1.252,3.05419,0.004187,ONe,-6.129,0.0,20.9026,22.2477,19.815,2630.2679918953813
9.3,3.4,1.252,3.05956,0.004186,ONe,-6.209,0.0,21.1958,22.6194,20.0811,2511.88643150958
9.4,4.9,1.317,0.00032,0.003734,ONe,-0.287,0.0,11.3166,11.0425,11.6581,79432.82347242821
9.4,4.88,1.316,0.00045,0.003735,ONe,-0.367,0.0,11.3636,11.0913,11.7015,75857.75750291836
9.4,4.86,1.316,0.00074,0.003735,ONe,-0.448,0.0,11.4111,11.1403,11.7461,72443.59600749906
9.4,4.84,1.315,0.00183,0.003736,ONe,-0.528,0.0,11.4548,11.1902,11.7923,69183.09709189362
9.4,4.82,1.313,0.00624,0.003737,ONe,-0.608,0.0,11.5039,11.2386,11.8374,66069.34480075965
9.4,4.8,1.312,0.01242,0.003738,ONe,-0.689,0.0,11.5495,11.2826,11.878,63095.7344480193
9.4,4.78,1.311,0.01987,0.003739,ONe,-0.769,0.0,11.5887,11.3228,11.9147,60255.95860743581
9.4,4.76,1.311,0.02852,0.00374,ONe,-0.849,0.0,11.6378,11.3732,11.9608,57543.993733715666
9.4,4.74,1.31,0.03802,0.003741,ONe,-0.929,0.0,11.711,11.4483,12.029,54954.08738576248
9.4,4.72,1.31,0.04869,0.003741,ONe,-1.009,0.0,11.8626,11.6049,12.1692,52480.74602497723
9.4,4.7,1.31,0.06077,0.003742,ONe,-1.09,0.0,12.0901,11.8444,12.3743,50118.72336272725
9.4,4.68,1.309,0.07435,0.003743,ONe,-1.17,0.0,12.2233,11.9868,12.4916,47863.0092322638
9.4,4.66,1.309,0.08961,0.003743,ONe,-1.25,0.0,12.3253,12.0959,12.5814,45708.818961487515
9.4,4.64,1.309,0.10676,0.003744,ONe,-1.33,0.0,12.4155,12.1925,12.6605,43651.58322401656
9.4,4.62,1.308,0.12604,0.003744,ONe,-1.41,0.0,12.4998,12.283,12.7343,41686.93834703355
9.4,4.6,1.308,0.14774,0.003744,ONe,-1.49,0.0,12.5801,12.3695,12.8043,39810.71705534969
9.4,4.58,1.308,0.17203,0.003745,ONe,-1.57,0.0,12.6553,12.4509,12.8689,38018.93963205613
9.4,4.56,1.307,0.20256,0.003745,ONe,-1.65,0.0,12.7214,12.5228,12.9245,36307.8054770101
9.4,4.54,1.302,0.25961,0.003747,ONe,-1.732,0.0,12.7765,12.5831,12.9698,34673.685045253165
9.4,4.52,1.289,0.34763,0.003758,ONe,-1.817,0.0,12.8169,12.6279,13.0021,33113.112148259075
9.4,4.5,1.285,0.40304,0.003764,ONe,-1.898,0.0,12.853,12.6677,13.0312,31622.776601683792
9.4,4.48,1.283,0.45044,0.003767,ONe,-1.979,0.0,12.8848,12.7027,13.0572,30199.51720402019
9.4,4.46,1.281,0.49843,0.00377,ONe,-2.059,0.0,12.9108,12.7311,13.0783,28840.31503126606
9.4,4.44,1.28,0.54788,0.003771,ONe,-2.14,0.0,12.9345,12.7571,13.0979,27542.28703338169
9.4,4.42,1.279,0.60078,0.003771,ONe,-2.22,0.0,12.9685,12.7941,13.1263,26302.679918953814
9.4,4.4,1.279,0.65569,0.003769,ONe,-2.3,0.0,13.0163,12.8458,13.1669,25118.864315095823
9.4,4.38,1.278,0.7119,0.003768,ONe,-2.38,0.0,13.0769,12.9112,13.2193,23988.329190194898
9.4,4.36,1.278,0.76967,0.003766,ONe,-2.461,0.0,13.1476,12.9869,13.2814,22908.676527677748
9.4,4.34,1.277,0.82692,0.003765,ONe,-2.541,0.0,13.2265,13.0704,13.3523,21877.616239495517
9.4,4.32,1.277,0.88596,0.003763,ONe,-2.621,0.0,13.3124,13.1604,13.4314,20892.96130854041
9.4,4.3,1.277,0.94618,0.003762,ONe,-2.701,0.0,13.4047,13.2562,13.5175,19952.62314968879
9.4,4.28,1.277,1.00766,0.003762,ONe,-2.781,0.0,13.4992,13.3539,13.6064,19054.607179632483
9.4,4.26,1.276,1.07125,0.003762,ONe,-2.861,0.0,13.5936,13.4519,13.6945,18197.008586099826
9.4,4.24,1.276,1.13685,0.003762,ONe,-2.941,0.0,13.6882,13.5509,13.7819,17378.00828749376
9.4,4.22,1.276,1.20438,0.003762,ONe,-3.021,0.0,13.7808,13.6488,13.8661,16595.869074375598
9.4,4.2,1.276,1.27392,0.003762,ONe,-3.101,0.0,13.8711,13.7453,13.947,15848.93192461114
9.4,4.18,1.276,1.34528,0.003761,ONe,-3.181,0.0,13.9622,13.8437,14.0268,15135.612484362071
9.4,4.16,1.276,1.41744,0.003761,ONe,-3.261,0.0,14.0534,13.9434,14.1052,14454.39770745928
9.4,4.14,1.276,1.49248,0.003761,ONe,-3.341,0.0,14.1457,14.0454,14.183,13803.842646028837
9.4,4.12,1.276,1.57146,0.003761,ONe,-3.421,0.0,14.2433,14.1533,14.2648,13182.567385564074
9.4,4.1,1.276,1.65517,0.003761,ONe,-3.501,0.0,14.3435,14.2651,14.3472,12589.254117941662
9.4,4.08,1.276,1.74473,0.003761,ONe,-3.581,0.0,14.4475,14.382,14.4315,12022.644346174131
9.4,4.06,1.276,1.83935,0.003761,ONe,-3.661,0.0,14.5573,14.5055,14.5204,11481.536214968817
9.4,4.04,1.276,1.93405,0.003761,ONe,-3.741,0.0,14.6749,14.6376,14.6161,10964.78196143185
9.4,4.02,1.276,2.02492,0.003761,ONe,-3.821,0.0,14.7964,14.7749,14.7134,10471.285480508985
9.4,4.0,1.276,2.10762,0.003761,ONe,-3.901,0.0,14.8924,14.8923,14.7792,10000.0
9.4,3.98,1.276,2.1811,0.003761,ONe,-3.981,0.0,15.0211,15.0397,14.8812,9549.92586021436
9.4,3.96,1.276,2.24511,0.003761,ONe,-4.061,0.0,15.1543,15.1934,14.9856,9120.108393559096
9.4,3.94,1.276,2.3006,0.003761,ONe,-4.141,0.0,15.2929,15.3534,15.0951,8709.635899560806
9.4,3.92,1.276,2.34868,0.003761,ONe,-4.221,0.0,15.4385,15.5219,15.21,8317.63771102671
9.4,3.9,1.276,2.3906,0.003761,ONe,-4.301,0.0,15.59,15.6978,15.3299,7943.282347242814
9.4,3.88,1.276,2.42715,0.003761,ONe,-4.381,0.0,15.7477,15.8812,15.4552,7585.775750291836
9.4,3.86,1.276,2.45888,0.003761,ONe,-4.461,0.0,15.9082,16.0696,15.5815,7244.359600749898
9.4,3.84,1.276,2.48678,0.003761,ONe,-4.541,0.0,16.1115,16.3108,15.7401,6918.309709189362
9.4,3.82,1.276,2.51142,0.003761,ONe,-4.621,0.0,16.2792,16.5072,15.8755,6606.934480075957
9.4,3.8,1.276,2.53306,0.003761,ONe,-4.701,0.0,16.4605,16.7214,16.0211,6309.57344480193
9.4,3.78,1.276,2.55256,0.003761,ONe,-4.781,0.0,16.6487,16.9448,16.1727,6025.595860743575
9.4,3.76,1.276,2.56877,0.003761,ONe,-4.861,0.0,16.846,17.1799,16.3323,5754.399373371566
9.4,3.74,1.276,2.58314,0.003761,ONe,-4.941,0.0,17.0449,17.4176,16.4942,5495.408738576249
9.4,3.72,1.276,2.59588,0.003761,ONe,-5.021,0.0,17.2575,17.673,16.6682,5248.074602497728
9.4,3.7,1.276,2.60688,0.003761,ONe,-5.101,0.0,17.4722,17.9316,16.8452,5011.872336272725
9.4,3.68,1.276,2.61642,0.003761,ONe,-5.181,0.0,17.6951,18.2013,17.03,4786.300923226385
9.4,3.66,1.276,2.62475,0.003761,ONe,-5.261,0.0,17.927,18.4827,17.224,4570.881896148751
9.4,3.64,1.276,2.63187,0.003761,ONe,-5.341,0.0,18.1654,18.7731,17.425,4365.158322401661
9.4,3.62,1.276,2.63802,0.003761,ONe,-5.421,0.0,18.41,19.0724,17.6329,4168.693834703355
9.4,3.6,1.276,2.64339,0.003761,ONe,-5.501,0.0,18.6603,19.3798,17.8471,3981.0717055349733
9.4,3.58,1.276,2.64819,0.003761,ONe,-5.581,0.0,18.9178,19.6969,18.0696,3801.8939632056126
9.4,3.56,1.276,2.65274,0.003761,ONe,-5.661,0.0,19.1807,20.0226,18.2983,3630.780547701014
9.4,3.54,1.276,2.65705,0.00376,ONe,-5.741,0.0,19.4491,20.3563,18.5336,3467.368504525317
9.4,3.52,1.276,2.66133,0.00376,ONe,-5.821,0.0,19.7235,20.6982,18.7762,3311.311214825911
9.4,3.5,1.276,2.66562,0.00376,ONe,-5.901,0.0,20.0048,21.0511,19.0263,3162.2776601683795
9.4,3.48,1.276,2.66991,0.00376,ONe,-5.981,0.0,20.2899,21.4101,19.2818,3019.9517204020162
9.4,3.46,1.276,2.67421,0.00376,ONe,-6.061,0.0,20.5768,21.7727,19.5405,2884.031503126606
9.4,3.44,1.276,2.67851,0.003759,ONe,-6.141,0.0,20.8751,22.1515,19.8113,2754.2287033381663
9.4,3.42,1.276,2.68281,0.003759,ONe,-6.221,0.0,21.1734,22.5303,20.0821,2630.2679918953813
9.4,3.4,1.276,2.68711,0.003759,ONe,-6.301,0.0,21.4717,22.9091,20.3529,2511.88643150958
9.5,4.9,1.347,0.00033,0.003256,ONe,-0.377,0.0,11.6138,11.3397,11.9552,79432.82347242821
9.5,4.88,1.346,0.00049,0.003258,ONe,-0.457,0.0,11.6601,11.3878,11.9979,75857.75750291836
9.5,4.86,1.346,0.00085,0.003259,ONe,-0.537,0.0,11.7309,11.4633,12.0601,72443.59600749906
9.5,4.84,1.344,0.00229,0.003261,ONe,-0.618,0.0,11.7743,11.5101,12.1052,69183.09709189362
9.5,4.82,1.343,0.00814,0.003263,ONe,-0.698,0.0,11.8057,11.5378,12.1362,66069.34480075965
9.5,4.8,1.341,0.01637,0.003265,ONe,-0.779,0.0,11.8401,11.573,12.1686,63095.7344480193
9.5,4.78,1.341,0.02625,0.003266,ONe,-0.859,0.0,11.8799,11.6139,12.2059,60255.95860743581
9.5,4.76,1.34,0.03744,0.003269,ONe,-0.939,0.0,11.9307,11.666,12.2534,57543.993733715666
9.5,4.74,1.34,0.04897,0.003271,ONe,-1.019,0.0,12.0093,11.7468,12.3263,54954.08738576248
9.5,4.72,1.34,0.06151,0.003273,ONe,-1.099,0.0,12.1773,11.9206,12.4813,52480.74602497723
9.5,4.7,1.339,0.07551,0.003275,ONe,-1.179,0.0,12.3932,12.1486,12.6748,50118.72336272725
9.5,4.68,1.339,0.09108,0.003277,ONe,-1.259,0.0,12.519,12.2831,12.7855,47863.0092322638
9.5,4.66,1.339,0.10847,0.003278,ONe,-1.34,0.0,12.6181,12.3891,12.8727,45708.818961487515
9.5,4.64,1.338,0.12796,0.003279,ONe,-1.42,0.0,12.7069,12.4843,12.9505,43651.58322401656
9.5,4.62,1.338,0.14986,0.00328,ONe,-1.5,0.0,12.7902,12.5738,13.0233,41686.93834703355
9.5,4.6,1.338,0.1745,0.003281,ONe,-1.58,0.0,12.8696,12.6593,13.0923,39810.71705534969
9.5,4.58,1.338,0.20206,0.003282,ONe,-1.66,0.0,12.9424,12.7382,13.1543,38018.93963205613
9.5,4.56,1.337,0.23747,0.003283,ONe,-1.74,0.0,13.0051,12.8066,13.2067,36307.8054770101
9.5,4.54,1.331,0.30838,0.003285,ONe,-1.822,0.0,13.0562,12.8626,13.2486,34673.685045253165
9.5,4.52,1.312,0.42088,0.003301,ONe,-1.909,0.0,13.0901,12.9006,13.2748,33113.112148259075
9.5,4.5,1.306,0.48784,0.00331,ONe,-1.991,0.0,13.1216,12.9356,13.2998,31622.776601683792
9.5,4.48,1.304,0.54279,0.003314,ONe,-2.072,0.0,13.1501,12.967,13.3228,30199.51720402019
9.5,4.46,1.302,0.59736,0.003319,ONe,-2.152,0.0,13.1733,12.9926,13.3416,28840.31503126606
9.5,4.44,1.301,0.65063,0.003321,ONe,-2.233,0.0,13.1975,13.0191,13.3615,27542.28703338169
9.5,4.42,1.3,0.70152,0.003325,ONe,-2.313,0.0,13.2327,13.0575,13.3906,26302.679918953814
9.5,4.4,1.3,0.75202,0.003327,ONe,-2.393,0.0,13.2817,13.1099,13.4331,25118.864315095823
9.5,4.38,1.3,0.80367,0.003329,ONe,-2.473,0.0,13.3427,13.1745,13.4878,23988.329190194898
9.5,4.36,1.3,0.85501,0.00333,ONe,-2.553,0.0,13.4139,13.2492,13.5524,22908.676527677748
9.5,4.34,1.3,0.90416,0.003331,ONe,-2.633,0.0,13.4932,13.3323,13.6252,21877.616239495517
9.5,4.32,1.3,0.9554,0.003332,ONe,-2.713,0.0,13.5791,13.4222,13.7044,20892.96130854041
9.5,4.3,1.3,1.0089,0.003333,ONe,-2.793,0.0,13.67,13.5173,13.7883,19952.62314968879
9.5,4.28,1.3,1.06446,0.003333,ONe,-2.873,0.0,13.7638,13.6156,13.8747,19054.607179632483
9.5,4.26,1.3,1.1217,0.003333,ONe,-2.953,0.0,13.8589,13.7155,13.962,18197.008586099826
9.5,4.24,1.3,1.1804,0.003333,ONe,-3.033,0.0,13.9534,13.8153,14.0482,17378.00828749376
9.5,4.22,1.3,1.24055,0.003334,ONe,-3.113,0.0,14.0456,13.9131,14.1314,16595.869074375598
9.5,4.2,1.3,1.30189,0.003334,ONe,-3.193,0.0,14.135,14.0088,14.2111,15848.93192461114
9.5,4.18,1.3,1.36445,0.003334,ONe,-3.273,0.0,14.2251,14.1063,14.2902,15135.612484362071
9.5,4.16,1.3,1.42903,0.003334,ONe,-3.353,0.0,14.3158,14.2055,14.368,14454.39770745928
9.5,4.14,1.3,1.49505,0.003334,ONe,-3.433,0.0,14.4081,14.3074,14.4457,13803.842646028837
9.5,4.12,1.3,1.56352,0.003334,ONe,-3.513,0.0,14.5054,14.4152,14.5273,13182.567385564074
9.5,4.1,1.3,1.63559,0.003334,ONe,-3.593,0.0,14.6056,14.527,14.6098,12589.254117941662
9.5,4.08,1.3,1.71072,0.003334,ONe,-3.673,0.0,14.71,14.6443,14.6944,12022.644346174131
9.5,4.06,1.3,1.78657,0.003334,ONe,-3.753,0.0,14.8205,14.7686,14.7838,11481.536214968817
9.5,4.04,1.3,1.85764,0.003334,ONe,-3.833,0.0,14.9375,14.9003,14.8783,10964.78196143185
9.5,4.02,1.3,1.92138,0.003334,ONe,-3.913,0.0,15.0599,15.0383,14.977,10471.285480508985
9.5,4.0,1.3,1.97571,0.003334,ONe,-3.993,0.0,15.1532,15.1531,15.0399,10000.0
9.5,3.98,1.3,2.02239,0.003334,ONe,-4.073,0.0,15.2808,15.2997,15.1404,9549.92586021436
9.5,3.96,1.3,2.06207,0.003334,ONe,-4.153,0.0,15.4156,15.4549,15.2466,9120.108393559096
9.5,3.94,1.3,2.09602,0.003334,ONe,-4.233,0.0,15.5555,15.616,15.3575,8709.635899560806
9.5,3.92,1.3,2.12463,0.003334,ONe,-4.313,0.0,15.7007,15.7844,15.4717,8317.63771102671
9.5,3.9,1.3,2.14911,0.003334,ONe,-4.393,0.0,15.8509,15.9588,15.5907,7943.282347242814
9.5,3.88,1.3,2.17013,0.003334,ONe,-4.473,0.0,16.0099,16.1436,15.7172,7585.775750291836
9.5,3.86,1.3,2.18795,0.003334,ONe,-4.553,0.0,16.1728,16.3341,15.8464,7244.359600749898
9.5,3.84,1.3,2.20342,0.003334,ONe,-4.633,0.0,16.3723,16.5715,16.001,6918.309709189362
9.5,3.82,1.3,2.21703,0.003334,ONe,-4.713,0.0,16.5392,16.7673,16.1355,6606.934480075957
9.5,3.8,1.3,2.2287,0.003334,ONe,-4.793,0.0,16.7221,16.983,16.2826,6309.57344480193
9.5,3.78,1.3,2.23905,0.003334,ONe,-4.873,0.0,16.9126,17.2093,16.4358,6025.595860743575
9.5,3.76,1.3,2.24742,0.003334,ONe,-4.953,0.0,17.1083,17.4423,16.5944,5754.399373371566
9.5,3.74,1.3,2.25476,0.003334,ONe,-5.033,0.0,17.3075,17.6807,16.7565,5495.408738576249
9.5,3.72,1.3,2.26112,0.003334,ONe,-5.113,0.0,17.5207,17.9366,16.931,5248.074602497728
9.5,3.7,1.3,2.26639,0.003334,ONe,-5.193,0.0,17.7357,18.1956,17.1082,5011.872336272725
9.5,3.68,1.3,2.27082,0.003334,ONe,-5.273,0.0,17.9599,18.4668,17.2942,4786.300923226385
9.5,3.66,1.3,2.27472,0.003335,ONe,-5.353,0.0,18.1919,18.7484,17.4883,4570.881896148751
9.5,3.64,1.3,2.27794,0.003335,ONe,-5.433,0.0,18.4317,19.0406,17.6904,4365.158322401661
9.5,3.62,1.3,2.2807,0.003335,ONe,-5.513,0.0,18.6773,19.3411,17.8991,4168.693834703355
9.5,3.6,1.3,2.28321,0.003334,ONe,-5.593,0.0,18.9288,19.6501,18.1145,3981.0717055349733
9.5,3.58,1.3,2.28588,0.003334,ONe,-5.673,0.0,19.1888,19.9704,18.3392,3801.8939632056126
9.5,3.56,1.3,2.28895,0.003334,ONe,-5.753,0.0,19.4534,20.2983,18.5693,3630.780547701014
9.5,3.54,1.3,2.29214,0.003334,ONe,-5.833,0.0,19.724,20.6347,18.8066,3467.368504525317
9.5,3.52,1.299,2.29534,0.003333,ONe,-5.913,0.0,20.0023,20.9817,19.0528,3311.311214825911
9.5,3.5,1.299,2.29855,0.003333,ONe,-5.993,0.0,20.2853,21.337,19.3045,3162.2776601683795
9.5,3.48,1.299,2.30176,0.003333,ONe,-6.073,0.0,20.5733,21.6996,19.5627,3019.9517204020162
9.5,3.46,1.299,2.30498,0.003332,ONe,-6.153,0.0,20.8649,22.0682,19.8258,2884.031503126606
9.5,3.44,1.299,2.3082,0.003332,ONe,-6.233,0.0,21.1565,22.4368,20.0889,2754.2287033381663
9.5,3.42,1.299,2.31143,0.003332,ONe,-6.313,0.0,21.4481,22.8054,20.352,2630.2679918953813
9.5,3.4,1.299,2.31466,0.003332,ONe,-6.393,0.0,21.7397,23.174,20.6151,2511.88643150958
