logg,mWD,tcool(gyr),Radius,core,log(L),TpreWD(gyr),Mzams,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
8.8,1.073,5.29837,0.006804,ONe,-4.336,0.0,0.0,15.5795,5754.399373371566,497939.3057540127,605038.3387445275,395570.6979245627,210759.3546711287,718917.3127951968,505744.13860073016,324527.75783141435,203616.49443915757
8.8,1.073,5.94417,0.006803,ONe,-4.416,0.0,0.0,15.7797,5495.408738576249,412652.1169430202,481804.1793436657,340057.04884975374,143851.5441416301,561418.3587853374,420318.51988003054,278265.5976187169,178492.767849692
8.8,1.073,6.59372,0.006802,ONe,-4.496,0.0,0.0,15.9799,5248.074602497728,339399.94230008323,380362.9873229563,289734.0040179074,93592.7514313418,434404.481532124,346247.1543671077,236367.19637156668,155134.4716174935
8.8,1.073,7.14953,0.006802,ONe,-4.576,0.0,0.0,16.1801,5011.872336272725,279892.82409628533,300800.2893163141,247194.8783036746,58668.12583504476,335810.5198146392,285776.3024995778,201032.93069243972,134942.36298190214
8.8,1.073,7.60425,0.006801,ONe,-4.656,0.0,0.0,16.3802,4786.300923226385,234055.83344384754,240927.26754086337,213406.26933596708,32973.86991818996,262096.97134843806,239526.69291732193,173027.41096702366,118499.36315267187
8.8,1.073,7.96244,0.006801,ONe,-4.736,0.0,0.0,16.5803,4570.881896148751,197078.60052737664,194646.2114537215,185168.52782766524,19909.02171626127,204315.82353588482,201778.0489211458,149732.09785973802,104413.34673960002
8.8,1.072,8.22423,0.0068,ONe,-4.816,0.0,0.0,16.7804,4365.158322401661,164227.9961942687,155272.1903442315,159299.6780316407,11693.314879586695,156873.55078441266,168252.54519489707,128446.60614731122,91294.31631350912
8.8,1.072,8.45096,0.0068,ONe,-4.896,0.0,0.0,16.9805,4168.693834703355,152492.04687748264,141688.198805687,149670.04803058892,9413.207769483304,140549.6365136452,156272.16992722996,120593.14839970047,86219.15071735995
8.8,1.072,8.63057,0.0068,ONe,-4.976,0.0,0.0,17.1805,3981.0717055349733,121844.85456980583,108256.42458182458,123133.12399105015,5031.501941367946,101342.0597079311,125522.51798301612,99165.96300775437,71384.47019837072
8.8,1.072,8.78144,0.0068,ONe,-5.056,0.0,0.0,17.3806,3801.8939632056126,106161.53610537882,92762.7637494747,108356.48240855009,3560.7185296516377,83936.28176305574,110418.4490297732,87394.20452399313,62437.246257403494
8.8,1.072,8.90124,0.0068,ONe,-5.136,0.0,0.0,17.5806,3630.780547701014,93266.82526164754,81173.38922719797,95335.55474824288,2642.0293911395333,71408.4698050208,98601.0733534423,77048.22421937257,54145.671067554234
8.8,1.072,9.00462,0.006799,ONe,-5.216,0.0,0.0,17.7806,3467.368504525317,80942.18745736117,70993.96342412189,82228.55170750934,1994.4602615042036,60857.97112990067,87750.45674836323,66516.65125349835,45680.56677128397
8.8,1.072,9.08816,0.006799,ONe,-5.296,0.0,0.0,17.9806,3311.311214825911,70212.58085297792,62872.60031484531,70265.58091289939,1539.9456298048128,52771.26073581613,78742.53382719267,56724.460854713725,37949.974086560076
8.8,1.072,9.15747,0.006799,ONe,-5.376,0.0,0.0,18.1806,3162.2776601683795,60603.113537405785,55999.14838725933,59295.623638663084,1225.364763569112,46254.87054782633,70763.51311324624,47560.934227295475,31012.121992140692
8.8,1.072,9.22307,0.006798,ONe,-5.456,0.0,0.0,18.3805,3019.9517204020162,52031.063021636175,50075.948525182604,49398.1179689615,991.2727086594961,40870.055898349645,63635.161044439454,39150.57443624224,24912.610930669933
8.8,1.072,9.28866,0.006796,ONe,-5.536,0.0,0.0,18.5804,2884.031503126606,44553.13604509382,44912.24500249403,40787.39633965703,817.8030569469544,36329.61636455534,57241.72694159913,31730.26642690809,19809.559832194496
8.8,1.072,9.35426,0.006795,ONe,-5.616,0.0,0.0,18.7804,2754.2287033381663,37998.46886327197,40272.87023002455,33343.70087815768,688.9957577038704,32412.208955314403,51338.18916663736,25316.375986299176,15523.964605901534
8.8,1.072,9.41987,0.006794,ONe,-5.696,0.0,0.0,18.9803,2630.2679918953813,32300.848757308333,36009.775993584124,27058.370453795964,581.599982709371,28898.577599926448,45823.513233339676,19925.506693205774,12063.976456065999
8.8,1.072,9.48548,0.006792,ONe,-5.776,0.0,0.0,19.1803,2511.88643150958,27123.745755945725,31815.309348849947,21593.2179828275,493.4465484618055,25492.48648452604,40348.1952306534,15313.170026455382,9205.899121184146
8.9,1.153,0.00031,0.006311,ONe,0.155,0.0,0.0,4.3528,79432.82347242821,66055450.52819296,138622952.47596008,24008021.04386392,201799046.40370005,186042082.33486566,51492396.849559665,20056913.37306642,8634261.658642376
8.9,1.152,0.00035,0.006309,ONe,0.074,0.0,0.0,4.5539,75857.75750291836,63683066.04904228,133484380.42062484,23188447.268234696,193764590.65728834,179195251.61789885,49697942.95200266,19379358.833149236,8346425.307533812
8.9,1.151,0.0004,0.006306,ONe,-0.006,0.0,0.0,4.7549,72443.59600749906,61387095.6527342,128529723.12665023,22397770.51581882,185989118.97273904,172575690.35406342,47959156.393218555,18723736.74308293,8069258.5896077715
8.9,1.15,0.00046,0.006304,ONe,-0.086,0.0,0.0,4.9559,69183.09709189362,59166054.656673506,123708373.20642197,21627200.897773337,178469111.29828387,166163313.21469402,46275067.30291216,18084564.30460873,7798824.6744439695
8.9,1.149,0.00054,0.006301,ONe,-0.167,0.0,0.0,5.1569,66069.34480075965,57011971.59806866,119050862.35384229,20884003.831191786,171181375.1138297,159951601.57027766,44643733.68952985,17467932.292562764,7537765.228960192
8.9,1.148,0.00064,0.006299,ONe,-0.247,0.0,0.0,5.3579,63095.7344480193,54898667.406056345,114500738.59384973,20154382.972355478,164063606.1918641,153880764.57876143,43044359.641736716,16862316.725642875,7281122.692866087
8.9,1.147,0.00077,0.006297,ONe,-0.328,0.0,0.0,5.5589,60255.95860743581,52844237.132243276,110053565.7265352,19439511.03431049,157140482.89476117,147958583.73840067,41487004.78415019,16271705.391855597,7030628.971133165
8.9,1.146,0.00097,0.006294,ONe,-0.408,0.0,0.0,5.7598,57543.993733715666,50854752.16742691,105754298.22949432,18749049.094861098,150418756.07565498,142217838.93132776,39972930.72115095,15699541.962515667,6787785.173361367
8.9,1.145,0.00127,0.006292,ONe,-0.488,0.0,0.0,5.9608,54954.08738576248,48879594.16822341,101497203.59395893,18064057.023547456,143779855.2679764,136543214.97052017,38477074.13764423,15131536.549864592,6546424.117259876
8.9,1.144,0.00184,0.00629,ONe,-0.569,0.0,0.0,6.1617,52480.74602497723,46942231.23797814,97303892.50107312,17389673.6830515,137256897.83825442,130974352.8641166,37003105.773535796,14573342.382333873,6308996.335320691
8.9,1.143,0.00321,0.006287,ONe,-0.649,0.0,0.0,6.3628,50118.72336272725,45046193.5614178,93219030.98772265,16728839.048200173,130878572.44838487,125522225.74199593,35560883.90740609,14027282.336517712,6076515.993748537
8.9,1.142,0.00623,0.006284,ONe,-0.73,0.0,0.0,6.5639,47863.0092322638,43322415.82926424,89503321.42871368,16128737.38885651,125095911.8915679,120563320.1798806,34253670.46369337,13530321.194481,5865016.162974152
8.9,1.141,0.01073,0.006282,ONe,-0.81,0.0,0.0,6.765,45708.818961487515,41406560.362698175,85372036.36556032,15459550.39474355,118675099.87420979,115061938.91461274,32793185.365513846,12976112.286957303,5628928.107568312
8.9,1.14,0.0167,0.006279,ONe,-0.89,0.0,0.0,6.9659,43651.58322401656,39504271.12370086,81285024.0774389,14795571.917711776,112319329.92832717,109614141.31634478,31347181.748765003,12426805.272039602,5395113.677692167
8.9,1.139,0.02429,0.006276,ONe,-0.971,0.0,0.0,7.1669,41686.93834703355,37602710.360990226,77180152.96919301,14130152.64978682,105952107.61379395,104145781.29281788,29898788.992104072,11876667.258817533,5160546.506054425
8.9,1.138,0.03334,0.006274,ONe,-1.051,0.0,0.0,7.3677,39810.71705534969,35666130.19825405,73016746.24280511,13450663.09084202,99482442.89546981,98591284.18205878,28421725.41078856,11315960.697273007,4920990.621008913
8.9,1.137,0.04377,0.006272,ONe,-1.131,0.0,0.0,7.5685,38018.93963205613,33698682.35829606,68785897.06665342,12761467.655906444,92944430.48993786,92964139.31462759,26920763.24719931,10745047.996554455,4677884.199308166
8.9,1.136,0.05561,0.00627,ONe,-1.212,0.0,0.0,7.7693,36307.8054770101,31681806.539374437,64454971.86475976,12053068.972595029,86246283.23993038,87183132.76506437,25379577.40393507,10158869.406525157,4427988.500748685
8.9,1.135,0.06892,0.006268,ONe,-1.292,0.0,0.0,7.9699,34673.685045253165,29602408.251144744,59992026.058397174,11320216.89101208,79362893.6812869,81236195.5973097,23788195.138835255,9553499.46281295,4169496.277492725
8.9,1.135,0.08384,0.006266,ONe,-1.372,0.0,0.0,8.1706,33113.112148259075,27458969.72514812,55397571.12302457,10564572.853203133,72292740.57675506,75111558.11846212,22147192.828894667,8928935.34091786,3903020.0739059057
8.9,1.134,0.10055,0.006264,ONe,-1.452,0.0,0.0,8.3712,31622.776601683792,25281423.353726298,50732703.57385104,9796010.12518418,65134633.21671261,68894420.91875921,20475568.558125418,8291573.617516549,3631767.7511713817
8.9,1.133,0.11925,0.006263,ONe,-1.533,0.0,0.0,8.5717,30199.51720402019,23125982.674348805,46121846.007492594,9035410.742807673,58101941.74690789,62742631.38807391,18821517.880632143,7660473.873236271,3363386.236332451
8.9,1.133,0.14011,0.006261,ONe,-1.613,0.0,0.0,8.7723,28840.31503126606,21120179.83236318,41835416.52090313,8330389.651370887,51587925.31621792,57011195.04818061,17282718.668012574,7073804.476769886,3115258.9934528265
8.9,1.132,0.16337,0.00626,ONe,-1.693,0.0,0.0,8.9728,27542.28703338169,19335542.111819156,38022689.97008526,7706267.089196613,45852899.51875145,51906158.16707399,15912953.78954401,6551666.6554586245,2895695.5559410932
8.9,1.132,0.18932,0.006258,ONe,-1.773,0.0,0.0,9.1733,26302.679918953814,17766173.611164644,34680103.68234693,7158163.3666469855,40881267.50030867,47412890.71083887,14707821.498401774,6092413.074947129,2703151.8839937756
8.9,1.131,0.21822,0.006257,ONe,-1.853,0.0,0.0,9.3737,25118.864315095823,16374675.768950554,31732127.81089444,6671452.734145313,36547961.60964978,43442543.25807822,13637261.17729521,5682875.598146528,2531682.596049596
8.9,1.131,0.25039,0.006256,ONe,-1.934,0.0,0.0,9.5741,23988.329190194898,15132529.84918209,29107038.794507977,6232743.340274437,32743265.522025067,39900108.08010852,12674942.211016895,5314066.428541327,2376556.18426474
8.9,1.131,0.28719,0.006255,ONe,-2.014,0.0,0.0,9.7745,22908.676527677748,14001365.44998258,26728640.93014127,5829859.594267821,29340049.482214853,36687061.195293255,11795730.456897054,4975604.260855438,2233813.637396386
8.9,1.13,0.33342,0.006253,ONe,-2.094,0.0,0.0,9.975,21877.616239495517,12972036.49954364,24577326.982077833,5460794.909370697,26303807.202376354,33774637.372142635,10993161.56211222,4665343.244878703,2102638.9669324043
8.9,1.13,0.38685,0.006252,ONe,-2.174,0.0,0.0,10.1755,20892.96130854041,12017858.34467114,22591942.089387186,5115343.293250379,23550358.96983742,31080615.700738274,10243810.345941331,4375044.96026585,1979445.8577754674
8.9,1.129,0.44449,0.006251,ONe,-2.254,0.0,0.0,10.376,19952.62314968879,11136943.631694732,20768852.74058108,4794394.049116948,21065727.995790176,28598848.979376163,9549936.200239513,4105078.451890882,1864672.5098090412
8.9,1.129,0.50969,0.00625,ONe,-2.335,0.0,0.0,10.5763,19054.607179632483,10321551.519216424,19091122.754899055,4494410.006155132,18818952.03386064,26310404.043373976,8903882.769414175,3853544.9074980104,1757363.214199061
8.9,1.128,0.58697,0.006248,ONe,-2.415,0.0,0.0,10.7769,18197.008586099826,9560992.50192317,17536764.224665727,4213380.5071882,16783148.15109462,24179399.476826426,8298840.663763428,3617249.1009840635,1656607.1226407248
8.9,1.128,0.66958,0.006247,ONe,-2.495,0.0,0.0,10.9775,17378.00828749376,8850381.82349793,16091943.272982161,3949387.175129938,14944880.891142586,22189347.946922805,7730301.91616077,3395607.2112531154,1561991.09689536
8.9,1.127,0.75724,0.006245,ONe,-2.575,0.0,0.0,11.1779,16595.869074375598,8198985.793830798,14772248.997574467,3709606.450099228,13329399.501320878,20356479.24592147,7207001.004824435,3193269.5057220943,1476239.0206122056
8.9,1.127,0.84906,0.006244,ONe,-2.655,0.0,0.0,11.3784,15848.93192461114,7614111.46999019,13593951.49741069,3497413.118113708,11959407.971283395,18705174.47160903,6735559.536106917,3013385.3345840583,1401056.912748489
8.9,1.126,0.9458,0.006243,ONe,-2.735,0.0,0.0,11.5787,15135.612484362071,7121940.638151713,12607960.36750563,3321131.3606351223,10867478.76226442,17311746.43366448,6336840.824148546,2863873.225611641,1338550.917761864
8.9,1.126,1.04762,0.006242,ONe,-2.816,0.0,0.0,11.7791,14454.39770745928,6729417.770667663,11825621.5448887,3179107.3620790364,10025543.86133423,16206156.31488626,6015225.866635649,2743676.6704045706,1288291.1914794662
8.9,1.125,1.15477,0.006241,ONe,-2.896,0.0,0.0,11.9794,13803.842646028837,6348580.841572757,11072435.00505468,3040075.422104261,9234366.451210352,15143253.307451997,5700475.754700563,2624895.956997993,1238891.2934537022
8.9,1.125,1.26818,0.00624,ONe,-2.976,0.0,0.0,12.1798,13182.567385564074,5883230.17442106,10162073.35310166,2866708.5655378914,8294425.117022076,13863675.126986848,5313372.805640828,2475433.590082678,1176772.163617021
8.9,1.125,1.38829,0.006239,ONe,-3.056,0.0,0.0,12.3801,12589.254117941662,5386107.8837499805,9201985.266404845,2675486.427503926,7322265.950421518,12520382.041041397,4894513.117469886,2309885.6872867877,1107418.0420798955
8.9,1.124,1.51586,0.006238,ONe,-3.136,0.0,0.0,12.5804,12022.644346174131,4890736.654183703,8259252.890170777,2479830.416710956,6403607.862192983,11204611.722132264,4472277.334918293,2139388.8019233295,1035740.1819210496
8.9,1.124,1.64825,0.006237,ONe,-3.216,0.0,0.0,12.7807,11481.536214968817,4408730.291521179,7356648.681890282,2284552.986889312,5566779.021268995,9946174.263618544,4056467.3050028007,1967836.315508642,963363.2564931758
8.9,1.124,1.79036,0.006236,ONe,-3.296,0.0,0.0,12.9809,10964.78196143185,3939606.146076309,6492609.633214849,2089394.804283898,4813081.957905557,8742493.92425444,3647264.4618742066,1795098.3431874432,890203.6138383581
8.9,1.124,1.94392,0.006235,ONe,-3.376,0.0,0.0,13.1811,10471.285480508985,3486198.43597199,5672292.126717991,1894609.9239753175,4135828.8120388566,7600718.294423422,3248078.766384326,1621912.9577932097,816034.7448694597
8.9,1.124,2.10421,0.006235,ONe,-3.457,0.0,0.0,13.3813,10000.0,3060779.921231954,4914944.172879493,1705767.3911030358,3532177.781678182,6548994.663874594,2870162.9396116757,1453809.6373590394,742931.2908687589
8.9,1.123,2.27431,0.006234,ONe,-3.537,0.0,0.0,13.5815,9549.92586021436,2676772.263154455,4240117.668280559,1530027.1155155862,3001800.8353653247,5616088.673219625,2527003.667073644,1297797.290844457,673919.4180580939
8.9,1.123,2.45797,0.006234,ONe,-3.617,0.0,0.0,13.7816,9120.108393559096,2334594.3140764,3645338.890845367,1368923.337881965,2534089.0607399223,4798151.497395672,2219452.588499262,1155598.2173813772,609716.5311605881
8.9,1.123,2.65549,0.006233,ONe,-3.697,0.0,0.0,13.9818,8709.635899560806,2033437.2057007877,3126347.5140072852,1223259.1406549083,2122468.317783665,4088587.5176243787,1946727.7257538668,1028173.0243787952,551146.8279644105
8.9,1.123,2.86689,0.006233,ONe,-3.777,0.0,0.0,14.1819,8317.63771102671,1767139.2192343033,2671266.704778716,1091134.9571105323,1759386.3418996176,3470669.8128685206,1703825.8942773782,913495.0646565474,497447.56832791324
8.9,1.123,3.0924,0.006232,ONe,-3.857,0.0,0.0,14.3821,7943.282347242814,1532816.3704408074,2274555.9046175475,972339.2881228774,1440723.3028248094,2934355.060654529,1488691.0544559937,811195.5690743296,448752.28885050805
8.9,1.123,3.33272,0.006232,ONe,-3.937,0.0,0.0,14.5822,7585.775750291836,1325836.9858054896,1926533.722897933,865162.7932302994,1161075.8198134361,2466451.9707895825,1297312.428410358,719590.7462335823,404470.33683651366
8.9,1.122,3.5878,0.006231,ONe,-4.017,0.0,0.0,14.7824,7244.359600749898,1143061.2881651248,1621944.5483937948,768629.8048733749,919263.3962935121,2058410.7897398858,1127052.0298570832,637653.8065527681,364305.78150782874
8.9,1.122,3.85754,0.006231,ONe,-4.097,0.0,0.0,14.9825,6918.309709189362,980459.1792674245,1354552.999519806,680639.6124371486,713181.3333064889,1701578.7358981203,974145.8069572492,563306.7516450745,327360.3403203992
8.9,1.122,4.14231,0.00623,ONe,-4.177,0.0,0.0,15.1827,6606.934480075957,836236.1271007009,1122161.6214490205,600090.3322463054,542774.4259382553,1392872.8041823083,836841.8188190876,495592.08963885624,293174.01366253314
8.9,1.122,4.44753,0.00623,ONe,-4.257,0.0,0.0,15.3828,6309.57344480193,708612.6908343259,921669.9149101508,525940.5184250303,405489.2795510901,1128941.5541619873,713515.4388760106,433435.3872251196,261219.4271454721
8.9,1.122,4.80743,0.006229,ONe,-4.337,0.0,0.0,15.583,6025.595860743575,596634.4931963342,750922.0257655001,458011.1615243209,296509.6336677545,906589.9292650275,603757.8720096982,376655.0523920845,231475.43252901695
8.9,1.122,5.28232,0.006229,ONe,-4.417,0.0,0.0,15.7833,5754.399373371566,499008.9759568389,606393.9268145087,396310.9406139175,209603.63414868948,720926.3351992891,506923.9453398439,325135.0558478949,203922.38614790782
8.9,1.121,5.83504,0.006228,ONe,-4.497,0.0,0.0,15.9835,5495.408738576249,413245.19407481095,482452.2065466746,340483.064897689,142369.92695466036,562536.0306485782,421077.7176085598,278614.2026853527,178667.0053540832
8.9,1.121,6.35902,0.006228,ONe,-4.577,0.0,0.0,16.1836,5248.074602497728,340822.1498275922,382097.5887320578,290733.79392782215,92738.11458561325,436747.4162284762,347858.2119159407,237204.67890970985,155569.46501896158
8.9,1.121,6.80043,0.006227,ONe,-4.658,0.0,0.0,16.3838,5011.872336272725,281881.9634395776,303189.2323174888,248699.54573087633,58651.312953198794,338664.6138445656,287966.34660581267,202275.2411808475,135651.26078584572
8.9,1.121,7.14965,0.006227,ONe,-4.738,0.0,0.0,16.5839,4786.300923226385,235563.1146005917,242501.13375681176,214642.14116653943,32356.216938478807,263809.12943132286,241358.02120933542,174077.53474937458,119064.92276520804
8.9,1.121,7.4212,0.006226,ONe,-4.818,0.0,0.0,16.784,4570.881896148751,197154.5419776913,194506.1206642639,185461.8086407781,19447.20701666384,204432.20808387897,202097.63687137782,149969.25236933306,104617.25806709613
8.9,1.121,7.62342,0.006226,ONe,-4.898,0.0,0.0,16.984,4365.158322401661,165640.59682342692,156780.94294136125,160492.40710154112,11604.254294306069,158339.5183383823,169965.67968789666,129467.93658474225,91817.04961467386
8.9,1.121,7.79493,0.006226,ONe,-4.978,0.0,0.0,17.1841,4168.693834703355,142025.6503554893,129901.23263915467,140829.77672606366,7421.594766114197,126191.27242599991,146002.817043758,113470.30609859858,81238.76888016003
8.9,1.121,7.92852,0.006226,ONe,-5.058,0.0,0.0,17.3841,3981.0717055349733,123164.8512428094,109802.76391012318,124157.9378524479,5080.8601048150185,102865.40006822514,127198.27900428517,100065.00615491605,71733.71670907867
8.9,1.121,8.03957,0.006226,ONe,-5.138,0.0,0.0,17.5841,3801.8939632056126,107064.81888089937,93966.54787782942,108956.83787737212,3617.905653711893,85127.39026353508,111707.21780173587,87943.19233015408,62517.749117690975
8.9,1.121,8.12896,0.006226,ONe,-5.218,0.0,0.0,17.7842,3630.780547701014,93895.93407414282,82158.64577183475,95625.6699332393,2679.5214458291607,72408.46143369598,99641.7245161788,77332.53137015103,54045.97217884793
8.9,1.121,8.20452,0.006226,ONe,-5.298,0.0,0.0,17.9842,3467.368504525317,81396.69787280692,72332.46609453468,81947.27013819707,2056.540361293443,62354.71800539501,88994.10408917637,66209.79244009223,45156.81818769163
8.9,1.121,8.27074,0.006226,ONe,-5.378,0.0,0.0,18.1843,3311.311214825911,70561.33462994648,63681.49818154177,70225.44352150391,1578.2552305594968,53701.85894405388,79484.27830902537,56692.05847708527,37729.69837767669
8.9,1.121,8.33063,0.006226,ONe,-5.458,0.0,0.0,18.3843,3162.2776601683795,60836.859457183666,56662.17905294639,59185.38686862515,1264.2042247037627,47105.250699577824,71292.07172192332,47455.027173985996,30809.40657188785
8.9,1.12,8.38887,0.006225,ONe,-5.538,0.0,0.0,18.5843,3019.9517204020162,52242.7834610445,50684.22302771577,49293.99445611248,1029.714334356358,41683.94754014596,64088.595848203135,39032.08470452588,24759.556116829284
8.9,1.12,8.44712,0.006225,ONe,-5.618,0.0,0.0,18.7843,2884.031503126606,44712.22765057352,45351.61877144997,40722.46061150637,857.7421625619405,37031.289959222595,57472.58834006514,31665.16443124692,19719.815825121634
8.9,1.12,8.50538,0.006224,ONe,-5.698,0.0,0.0,18.9844,2754.2287033381663,38114.11599722137,40604.32889142744,33288.44860285003,723.9295460592065,33023.90180289438,51442.29079476584,25269.770120325586,15464.019834850578
8.9,1.12,8.56363,0.006224,ONe,-5.778,0.0,0.0,19.1844,2630.2679918953813,32131.119059369892,35926.28715677508,26846.863549094283,605.7540159439676,29130.52986523647,45448.578057476174,19755.19364760643,12006.112212207978
8.9,1.12,8.6219,0.006223,ONe,-5.858,0.0,0.0,19.3844,2511.88643150958,27457.779770564724,32251.647381341743,21822.93310863903,524.3676225657206,26155.79652795121,40642.44868460029,15514.609793063006,9307.262526328564
9.0,1.193,0.00029,0.005737,ONe,0.07,0.0,0.0,4.566,79432.82347242821,65962228.49109706,138427318.1427639,23978555.86445004,201569941.72052166,185728201.14490682,51424463.35472352,20037833.303449206,8626047.916553756
9.0,1.192,0.00034,0.005734,ONe,-0.011,0.0,0.0,4.7668,75857.75750291836,63619410.72290476,133350954.18509474,23171670.606428932,193624403.47831056,178966677.26968616,49652839.642076105,19368905.57295716,8342691.585970149
9.0,1.192,0.00039,0.005732,ONe,-0.091,0.0,0.0,4.9676,72443.59600749906,61321483.931334265,128368699.493179,22377953.134866886,185858790.48337618,172327738.5193483,47907896.71438233,18710616.425408337,8064346.923140724
9.0,1.191,0.00046,0.00573,ONe,-0.171,0.0,0.0,5.1683,69183.09709189362,59101128.75299675,123572621.75283235,21609438.36022746,178355384.89821777,165935117.90617466,46228544.94179377,18074704.889345802,7794572.879944916
9.0,1.19,0.00056,0.005728,ONe,-0.252,0.0,0.0,5.3691,66069.34480075965,56940201.63738495,118911945.94708864,20863477.8373105,171060387.46629772,159706110.73520952,44591640.433373824,17455586.299700394,7533131.479038003
9.0,1.189,0.0007,0.005726,ONe,-0.332,0.0,0.0,5.5698,63095.7344480193,54838091.51305492,114363863.22569597,20135853.18758253,163958064.4026217,153640200.3503416,42996863.94380533,16851469.2310687,7277108.976862946
9.0,1.188,0.00095,0.005724,ONe,-0.412,0.0,0.0,5.7706,60255.95860743581,52794146.00709255,109949245.8000256,19426451.28037526,157063843.13521922,147763885.3368488,41451496.84331905,16265267.455714792,7027847.287268084
9.0,1.187,0.00156,0.005722,ONe,-0.493,0.0,0.0,5.9714,57543.993733715666,50788959.121174395,105617479.20790346,18731692.3587147,150321036.98479566,141981527.8468518,39928570.40656766,15689342.802467216,6783375.509211799
9.0,1.186,0.0032,0.005719,ONe,-0.573,0.0,0.0,6.1723,54954.08738576248,48841031.362895444,101407788.50093812,18054793.69781702,143745837.2988761,136372674.8969739,38450259.4774649,15127956.464588793,6545478.0820546495
9.0,1.185,0.0057,0.005717,ONe,-0.653,0.0,0.0,6.3731,52480.74602497723,46908185.607855655,97233321.24260958,17381863.657354277,137245807.12503284,130819103.24968664,36979674.45569451,14570822.734310837,6308486.552059015
9.0,1.184,0.00922,0.005714,ONe,-0.734,0.0,0.0,6.574,50118.72336272725,45009537.18121204,93143173.91807614,16721385.19181598,130880515.80886988,125362337.13384424,35541765.402464114,14024906.900404481,6076046.571017842
9.0,1.184,0.01453,0.005712,ONe,-0.814,0.0,0.0,6.7748,47863.0092322638,43280136.49965482,89415973.10440193,16118934.328797787,125077465.53241275,120401294.0493786,34226545.71072924,13525834.263794277,5863611.23758201
9.0,1.183,0.0215,0.005709,ONe,-0.894,0.0,0.0,6.9756,45708.818961487515,41383282.27373062,85331900.60379641,15456552.64473747,118717675.36086594,114944306.98024201,32783806.82389192,12978376.628590375,5630428.917664779
9.0,1.182,0.02987,0.005707,ONe,-0.975,0.0,0.0,7.1763,43651.58322401656,39486557.62107554,81241093.38416576,14794387.112617932,112372417.71832587,109504459.80049267,31338898.147838693,12430388.834896361,5396669.48616914
9.0,1.181,0.03959,0.005705,ONe,-1.055,0.0,0.0,7.377,41686.93834703355,37579735.74082378,77140101.73960236,14126722.8839212,106004468.41448319,104034229.41512583,29886026.040046647,11878159.74387624,5161670.3932441855
9.0,1.181,0.05068,0.005703,ONe,-1.135,0.0,0.0,7.5775,39810.71705534969,35656464.291766204,72996957.91597244,13453211.822540427,99574635.84824724,98510111.13527508,28419257.354773473,11321232.669738859,4923736.724458207
9.0,1.18,0.06319,0.005701,ONe,-1.215,0.0,0.0,7.7781,38018.93963205613,33697907.772192605,68790651.5395113,12767052.416613683,93062215.62438452,92902086.97213903,26927583.794503473,10753711.40189451,4681655.835038937
9.0,1.179,0.07726,0.005699,ONe,-1.295,0.0,0.0,7.9786,36307.8054770101,31694777.358413607,64481360.3150262,12062446.759493206,86400878.0570855,87162612.39837457,25394645.468934413,10171456.478120368,4433474.879798493
9.0,1.179,0.09303,0.005698,ONe,-1.376,0.0,0.0,8.1791,34673.685045253165,29616936.181890834,60021468.25757569,11330989.409484204,79533588.910592,81216199.40724789,23806446.69230436,9566995.491686448,4175386.437676262
9.0,1.178,0.11068,0.005696,ONe,-1.456,0.0,0.0,8.3796,33113.112148259075,27484323.904367495,55453829.59956644,10579198.407564756,72499583.02142209,75118618.27128331,22171726.19736981,8945415.09242683,3910223.7100054524
9.0,1.178,0.13045,0.005695,ONe,-1.536,0.0,0.0,8.58,31622.776601683792,25309150.160575747,50793021.46880525,9811270.886053447,65350364.337669976,68906484.80193506,20503689.252762467,8309081.184266126,3639100.9999196026
9.0,1.177,0.15251,0.005694,ONe,-1.616,0.0,0.0,8.7804,30199.51720402019,23160615.34062479,46195171.01440468,9053110.010677274,58333837.08230002,62772962.701541126,18853176.894019645,7679722.606551302,3371837.531352828
9.0,1.177,0.17708,0.005692,ONe,-1.696,0.0,0.0,8.9808,28840.31503126606,21153159.13091378,41904602.17540248,8348009.6152782915,51820987.80368279,57037143.77020123,17314489.25521326,7092685.063359578,3123573.8850176516
9.0,1.177,0.20577,0.005691,ONe,-1.776,0.0,0.0,9.1812,27542.28703338169,19364569.573009033,38083278.9293981,7722102.326675306,46065766.17074325,51921876.635882504,15942715.525453448,6569363.420128559,2903517.144783135
9.0,1.176,0.24084,0.00569,ONe,-1.857,0.0,0.0,9.382,26302.679918953814,17782814.02296802,34715783.5598052,7170149.164916811,41051680.21929187,47396144.994780265,14728378.459397888,6105987.717018898,2709174.8372701597
9.0,1.175,0.27947,0.005688,ONe,-1.937,0.0,0.0,9.5829,25118.864315095823,16399320.134312883,31779885.590195373,6685186.815550796,36731299.60483282,43447858.636532396,13662818.294906715,5698247.172436544,2538296.7317683776
9.0,1.174,0.32097,0.005686,ONe,-2.017,0.0,0.0,9.7836,23988.329190194898,15151349.232871363,29143237.403504197,6245094.475287194,32901959.186096534,39890900.61674676,12697720.327271663,5328031.066089938,2382801.447882244
9.0,1.173,0.36647,0.005685,ONe,-2.098,0.0,0.0,9.9842,22908.676527677748,14017936.272710294,26760274.671306387,5841599.593618892,29485909.75267071,36673014.83531183,11816218.958015664,4988839.372983133,2239755.5838240613
